(-127, 117)
(168, -114)
(0, 63)
(5, -81)
(-159, 150)
(137, 178)
(-174, -14)
(-197, -115)
(-180, -159)
(22, -198)
(199, -83)
(159, 144)
(-68, 26)
(-56, -186)
(-67, 129)
(167, 187)
(-120, -58)
(-131, 1)
(88, -152)
(13, -96)
(93, 127)
(24, -2)
(56, 99)
(-163, 84)
(-118, -40)
(-131, 177)
(-13, -5)
(-95, -43)
(106, -108)
(-138, -31)
(107, -58)
(138, -20)
(-189, -108)
(-9, 1)
(-131, -165)
(-79, -99)
(-162, -159)
(-32, -32)
(175, 141)
(158, 13)
(-58, 54)
(3, -120)
(180, 16)
(-92, -24)
(37, 6)
(-106, -25)
(183, 5)
(124, 13)
(90, 102)
(118, 81)
(-139, 55)
(-108, 98)
(-167, -171)
(-131, -114)
(70, 165)
(28, 12)
(151, -185)
(-56, 45)
(81, 3)
(-142, -191)
(-79, 163)
(-101, -120)
(23, 74)
(9, -141)
(-22, -1)
(-24, 75)
(176, 137)
(-86, -19)
(52, -29)
(192, -103)
(1, 51)
(17, 190)
(-66, -136)
(127, -126)
(-70, -49)
(5, 60)
(192, -88)
(1, -169)
(93, 142)
(-12, -158)
(-39, -195)
(-139, 2)
(-76, -157)
(79, -117)
(-178, -34)
(-139, -101)
(148, -20)
(139, -124)
(118, 104)
(185, -128)
(46, 96)
(-34, -159)
(-104, 131)
(-96, 148)
(-70, 154)
(156, -28)
(42, -200)
(186, 142)
(-29, 96)
(21, 101)
(-8, -183)
(170, 158)
(-119, -166)
(158, -195)
(-57, -56)
(-129, 137)
(26, -62)
(36, 118)
(189, -45)
(25, 104)
(128, -109)
(92, -18)
(-1, -115)
(-23, -10)
(-190, 24)
(166, -177)
(72, 72)
(43, -11)
(119, 18)
(-149, -194)
(-103, 33)
(92, -189)
(121, -150)
(-106, -105)
(-29, -79)
(186, 116)
(-115, 23)
(-194, -47)
(-27, 141)
(67, -8)
(-27, -158)
(-20, 23)
(-70, 23)
(-128, -27)
(60, 99)
(22, -95)
(-122, 35)
(-85, -63)
(-46, -138)
(5, 49)
(-108, -41)
(-151, -150)
(-60, -52)
(157, 33)
(-112, -13)
(138, -130)
(-36, -29)
(49, -69)
(45, 74)
(-193, 150)
(15, -18)
(-48, 49)
(18, -125)
(174, 119)
(-91, 36)
(40, -80)
(77, 145)
(117, 67)
(-171, 181)
(-165, -141)
(15, 114)
(115, -196)
(-136, -103)
(198, -25)
(69, -4)
(-101, -102)
(-66, 71)
(52, 15)
(-107, 62)
(-149, -105)
(-133, -94)
(21, -162)
(-7, 90)
(195, -17)
(10, 53)
(19, 79)
(-34, 20)
(153, -64)
(182, 141)
(-43, 121)
(-30, -95)
(27, 106)
(114, 171)
(-192, 25)
(-117, 164)
(36, 13)
(-8, -182)
(-43, -18)
(18, -52)
(36, 22)
(79, -192)
(100, 187)
(-79, 186)
(-98, -138)
(177, 183)
(-17, 108)
(-76, -90)
(151, -108)
(22, 55)
(-6, -110)
(154, -39)
(-85, 48)
(-153, 127)
(-47, 60)
(29, 70)
(-36, 123)
(52, 83)
(152, 71)
(136, 67)
(-121, -97)
(9, -163)
(86, 26)
(179, 109)
(-53, 103)
(121, 142)
(128, 122)
(-130, -79)
(157, 59)
(-166, 65)
(79, 44)
(196, 107)
(-136, 26)
(-55, -97)
(-76, 143)
(172, 123)
(-173, 76)
(-66, 17)
(167, 38)
(-123, 171)
(-16, 16)
(-118, -71)
(-177, -139)
(15, 106)
(33, 61)
(171, 69)
(-103, -101)
(-133, 126)
(-185, -30)
(144, -118)
(-166, 183)
(23, 143)
(20, -180)
(60, 140)
(77, 126)
(89, -107)
(81, 61)
(-57, 96)
(-15, 32)
(69, -15)
(-66, -194)
(189, 52)
(-17, -74)
(-3, -175)
(-106, 40)
(-186, 121)
(-172, 93)
(180, 33)
(-52, -49)
(-35, -166)
(-114, -171)
(-105, 103)
(169, 106)
(192, -180)
(-87, 50)
(-36, -175)
(94, 116)
(32, 153)
(-97, -128)
(111, -73)
(100, 196)
(148, 117)
(-86, 183)
(-72, 103)
(-105, 81)
(-29, 9)
(113, 172)
(165, -138)
(-115, -71)
(158, 86)
(-143, 2)
(-29, 144)
(-70, -55)
(-37, -90)
(6, -104)
(17, 26)
(-104, 89)
(-84, 84)
(-100, 34)
(188, -88)
(-195, 60)
(-102, -96)
(122, -156)
(18, 198)
(53, 108)
(-66, -113)
(66, 166)
(-131, -196)
(73, -128)
(-133, -174)
(162, 85)
(-32, 3)
(107, -151)
(-8, -149)
(60, -151)
(87, 17)
(-110, -138)
(188, 88)
(105, 162)
(108, 37)
(-26, -26)
(14, 43)
(-55, -36)
(-197, -98)
(124, -26)
(184, 67)
(-50, 124)
(94, 189)
(154, 160)
(110, -164)
(68, -53)
(189, -82)
(-108, -152)
(-88, -41)
(153, -192)
(5, 99)
(129, 175)
(152, -52)
(2, 72)
(-28, -116)
(-176, 118)
(-10, 67)
(-94, -91)
(85, 140)
(-98, 183)
(41, 164)
(10, -188)
(107, -24)
(-114, -5)
(-138, 165)
(129, -133)
(188, -192)
(-18, 80)
(-125, 175)
(-177, 168)
(-75, -8)
(-92, 198)
(-191, -180)
(7, 32)
(86, -138)
(90, 121)
(-101, 82)
(-67, -141)
(185, -80)
(37, -154)
(-56, -137)
(-77, 3)
(198, 127)
(-188, -170)
(-32, -13)
(-109, -73)
(17, -190)
(59, -12)
(60, -87)
(-114, 0)
(66, -195)
(-15, -181)
(-135, -96)
(-38, 96)
(153, -126)
(34, -156)
(25, -189)
(37, -149)
(-24, -39)
(-180, -135)
(-1, 150)
(-4, -153)
(58, -126)
(183, 183)
(30, -180)
(148, -193)
(-184, -93)
(101, 167)
(-14, -118)
(-64, 62)
(138, -125)
(-14, 124)
(-45, 195)
(143, 143)
(35, -84)
(14, -48)
(-24, 163)
(-44, -73)
(-155, 30)
(-38, -134)
(-138, -191)
(199, -21)
(105, 38)
(190, -105)
(195, 142)
(-56, -144)
(39, -15)
